drug_concept_name,condition_concept_name,PRR,mean_reporting_frequency,drug_concept_name_tokens,condition_concept_name_tokens
calcium carbonate,periprosthetic fracture,0.555556,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2566, 11514, 7352, 10760, 4588, 19583, 102]"
calcium carbonate,post laminectomy syndrome,1.48148,0.000160378,"[101, 13853, 26427, 102]","[101, 2695, 16983, 3170, 6593, 16940, 8715, 102]"
calcium carbonate,arachnoiditis,1.05263,8.01892e-05,"[101, 13853, 26427, 102]","[101, 19027, 2818, 3630, 28173, 7315, 102]"
calcium carbonate,depression postoperative,5.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 6245, 2695, 25918, 8082, 102]"
calcium carbonate,air embolism,2.5,8.01892e-05,"[101, 13853, 26427, 102]","[101, 2250, 7861, 14956, 2964, 102]"
calcium carbonate,anastomotic complication,2.85714,8.01892e-05,"[101, 13853, 26427, 102]","[101, 9617, 16033, 18938, 2594, 4012, 21557, 102]"
calcium carbonate,anastomotic leak,1.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 9617, 16033, 18938, 2594, 17271, 102]"
calcium carbonate,anastomotic stenosis,1.33333,8.01892e-05,"[101, 13853, 26427, 102]","[101, 9617, 16033, 18938, 2594, 26261, 27109, 102]"
calcium carbonate,complications of transplant surgery,1.66667,0.000120284,"[101, 13853, 26427, 102]","[101, 12763, 1997, 22291, 5970, 102]"
calcium carbonate,graft complication,2.38095,0.000200473,"[101, 13853, 26427, 102]","[101, 22160, 2102, 4012, 21557, 102]"
calcium carbonate,graft dysfunction,1.02564,0.000160378,"[101, 13853, 26427, 102]","[101, 22160, 2102, 28466, 102]"
calcium carbonate,graft loss,2.38095,0.000200473,"[101, 13853, 26427, 102]","[101, 22160, 2102, 3279, 102]"
calcium carbonate,haemodialysisinduced symptom,2.5,4.00946e-05,"[101, 13853, 26427, 102]","[101, 5292, 6633, 7716, 4818, 20960, 22254, 18796, 2094, 25353, 27718, 5358, 102]"
calcium carbonate,iatrogenic injury,1.91489,0.000360852,"[101, 13853, 26427, 102]","[101, 24264, 13181, 16505, 4544, 102]"
calcium carbonate,incision site complication,0.425532,8.01892e-05,"[101, 13853, 26427, 102]","[101, 4297, 19969, 2609, 4012, 21557, 102]"
calcium carbonate,incision site haemorrhage,0.227273,4.00946e-05,"[101, 13853, 26427, 102]","[101, 4297, 19969, 2609, 5292, 6633, 2953, 25032, 4270, 102]"
calcium carbonate,incision site oedema,0.769231,4.00946e-05,"[101, 13853, 26427, 102]","[101, 4297, 19969, 2609, 1051, 14728, 2863, 102]"
calcium carbonate,operative haemorrhage,1.11111,0.000160378,"[101, 13853, 26427, 102]","[101, 12160, 5292, 6633, 2953, 25032, 4270, 102]"
calcium carbonate,peritoneal dialysis complication,1.44578,0.000962271,"[101, 13853, 26427, 102]","[101, 2566, 9956, 22084, 2140, 13764, 20960, 4012, 21557, 102]"
calcium carbonate,post procedural complication,1.03571,0.00232549,"[101, 13853, 26427, 102]","[101, 2695, 24508, 4012, 21557, 102]"
calcium carbonate,post procedural discharge,0.526316,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 24508, 11889, 102]"
calcium carbonate,post procedural haematoma,0.9,0.000360852,"[101, 13853, 26427, 102]","[101, 2695, 24508, 5292, 14545, 20389, 2050, 102]"
calcium carbonate,post procedural haemorrhage,0.941558,0.00116274,"[101, 13853, 26427, 102]","[101, 2695, 24508, 5292, 6633, 2953, 25032, 4270, 102]"
calcium carbonate,post procedural oedema,10.0,0.000120284,"[101, 13853, 26427, 102]","[101, 2695, 24508, 1051, 14728, 2863, 102]"
calcium carbonate,post procedural swelling,0.454545,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 24508, 18348, 102]"
calcium carbonate,postoperative adhesion,0.952381,8.01892e-05,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 4748, 21471, 102]"
calcium carbonate,postoperative heterotopic calcification,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 21770, 10624, 14399, 2594, 10250, 6895, 10803, 102]"
calcium carbonate,postoperative thrombosis,0.833333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 16215, 21716, 15853, 2483, 102]"
calcium carbonate,postoperative wound complication,1.47059,0.000200473,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 6357, 4012, 21557, 102]"
calcium carbonate,procedural complication,1.33065,0.00132312,"[101, 13853, 26427, 102]","[101, 24508, 4012, 21557, 102]"
calcium carbonate,procedural hypotension,1.92308,0.000400946,"[101, 13853, 26427, 102]","[101, 24508, 1044, 22571, 12184, 3619, 3258, 102]"
calcium carbonate,procedural site reaction,0.689655,8.01892e-05,"[101, 13853, 26427, 102]","[101, 24508, 2609, 4668, 102]"
calcium carbonate,seroma,1.06061,0.000280662,"[101, 13853, 26427, 102]","[101, 14262, 9626, 102]"
calcium carbonate,shunt aneurysm,10.0,8.01892e-05,"[101, 13853, 26427, 102]","[101, 18454, 3372, 2019, 11236, 7274, 2213, 102]"
calcium carbonate,shunt malfunction,5.78947,0.000441041,"[101, 13853, 26427, 102]","[101, 18454, 3372, 15451, 11263, 27989, 102]"
calcium carbonate,shunt occlusion,3.6,0.000360852,"[101, 13853, 26427, 102]","[101, 18454, 3372, 1051, 9468, 24117, 102]"
calcium carbonate,shunt stenosis,1.11111,4.00946e-05,"[101, 13853, 26427, 102]","[101, 18454, 3372, 26261, 27109, 102]"
calcium carbonate,shunt thrombosis,1.11111,4.00946e-05,"[101, 13853, 26427, 102]","[101, 18454, 3372, 16215, 21716, 15853, 2483, 102]"
calcium carbonate,surgical procedure repeated,2.6087,0.000240568,"[101, 13853, 26427, 102]","[101, 11707, 7709, 5567, 102]"
calcium carbonate,suture related complication,3.33333,0.000120284,"[101, 13853, 26427, 102]","[101, 10514, 11244, 3141, 4012, 21557, 102]"
calcium carbonate,transplant failure,0.985915,0.000280662,"[101, 13853, 26427, 102]","[101, 22291, 4945, 102]"
calcium carbonate,treatment related secondary malignancy,1.66667,4.00946e-05,"[101, 13853, 26427, 102]","[101, 3949, 3141, 3905, 16007, 28207, 5666, 102]"
calcium carbonate,wound dehiscence,0.855615,0.000641514,"[101, 13853, 26427, 102]","[101, 6357, 2139, 24158, 29320, 102]"
calcium carbonate,complications of transplanted lung,2.5,4.00946e-05,"[101, 13853, 26427, 102]","[101, 12763, 1997, 22291, 2098, 11192, 102]"
calcium carbonate,idiopathic pneumonia syndrome,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 8909, 3695, 25940, 18583, 8715, 102]"
calcium carbonate,post procedural pulmonary embolism,1.42857,8.01892e-05,"[101, 13853, 26427, 102]","[101, 2695, 24508, 21908, 7861, 14956, 2964, 102]"
calcium carbonate,postoperative respiratory distress,2.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 16464, 12893, 102]"
calcium carbonate,tracheostomy malfunction,1.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 19817, 15395, 14122, 16940, 15451, 11263, 27989, 102]"
calcium carbonate,weaning failure,0.588235,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2057, 7088, 3070, 4945, 102]"
calcium carbonate,engraft failure,1.42857,4.00946e-05,"[101, 13853, 26427, 102]","[101, 25540, 27528, 2102, 4945, 102]"
calcium carbonate,recall phenomenon,0.526316,4.00946e-05,"[101, 13853, 26427, 102]","[101, 9131, 9575, 102]"
calcium carbonate,skin graft failure,10.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 3096, 22160, 2102, 4945, 102]"
calcium carbonate,subcutaneous emphysema,1.5,0.000240568,"[101, 13853, 26427, 102]","[101, 4942, 12690, 17191, 7861, 21281, 3366, 2863, 102]"
calcium carbonate,haemosiderosis,1.17647,8.01892e-05,"[101, 13853, 26427, 102]","[101, 5292, 6633, 20049, 4063, 12650, 102]"
calcium carbonate,iron overload,1.81818,0.000240568,"[101, 13853, 26427, 102]","[101, 3707, 2058, 11066, 102]"
calcium carbonate,complications of transplanted kidney,0.930233,0.000481135,"[101, 13853, 26427, 102]","[101, 12763, 1997, 22291, 2098, 14234, 102]"
calcium carbonate,postoperative renal failure,1.42857,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2695, 25918, 8082, 25125, 4945, 102]"
calcium carbonate,renal graft loss,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 25125, 22160, 2102, 3279, 102]"
calcium carbonate,urinary anastomotic leak,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 24471, 3981, 2854, 9617, 16033, 18938, 2594, 17271, 102]"
calcium carbonate,urinary retention postoperative,2.85714,8.01892e-05,"[101, 13853, 26427, 102]","[101, 24471, 3981, 2854, 20125, 2695, 25918, 8082, 102]"
calcium carbonate,urinoma,1.25,4.00946e-05,"[101, 13853, 26427, 102]","[101, 24471, 5740, 2863, 102]"
calcium carbonate,anticonvulsant toxicity,10.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 3424, 8663, 19722, 4877, 4630, 22423, 102]"
calcium carbonate,toxic induced encephalopathy,1.6,0.000160378,"[101, 13853, 26427, 102]","[101, 11704, 10572, 4372, 3401, 21890, 4135, 20166, 102]"
calcium carbonate,complications of maternal exposure to therapeutic drugs,0.833333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 12763, 1997, 11062, 7524, 2000, 17261, 5850, 102]"
calcium carbonate,skin abrasion,1.08108,0.000160378,"[101, 13853, 26427, 102]","[101, 3096, 11113, 8180, 3258, 102]"
calcium carbonate,extra dose administered,0.727273,0.000320757,"[101, 13853, 26427, 102]","[101, 4469, 13004, 8564, 102]"
calcium carbonate,stoma site irritation,5.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2358, 9626, 2609, 17373, 102]"
calcium carbonate,intubation complication,2.5,4.00946e-05,"[101, 13853, 26427, 102]","[101, 20014, 19761, 3508, 4012, 21557, 102]"
calcium carbonate,cardiac murmur,0.736544,0.00208492,"[101, 13853, 26427, 102]","[101, 15050, 20227, 102]"
calcium carbonate,cardiac murmur functional,1.42857,8.01892e-05,"[101, 13853, 26427, 102]","[101, 15050, 20227, 8360, 102]"
calcium carbonate,heart sounds abnormal,1.30435,0.000240568,"[101, 13853, 26427, 102]","[101, 2540, 4165, 19470, 102]"
calcium carbonate,cardiac function test abnormal,2.5,8.01892e-05,"[101, 13853, 26427, 102]","[101, 15050, 3853, 3231, 19470, 102]"
calcium carbonate,cardiac output decreased,0.967742,0.000120284,"[101, 13853, 26427, 102]","[101, 15050, 6434, 10548, 102]"
calcium carbonate,cardiac stress test,5.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 15050, 6911, 3231, 102]"
calcium carbonate,cardiac stress test abnormal,0.392157,8.01892e-05,"[101, 13853, 26427, 102]","[101, 15050, 6911, 3231, 19470, 102]"
calcium carbonate,echocardiogram abnormal,0.989011,0.000360852,"[101, 13853, 26427, 102]","[101, 9052, 11522, 3695, 13113, 19470, 102]"
calcium carbonate,ejection fraction,1.42857,4.00946e-05,"[101, 13853, 26427, 102]","[101, 1041, 20614, 3258, 12884, 102]"
calcium carbonate,ejection fraction abnormal,2.08333,0.000200473,"[101, 13853, 26427, 102]","[101, 1041, 20614, 3258, 12884, 19470, 102]"
calcium carbonate,ejection fraction decreased,0.876777,0.0014835,"[101, 13853, 26427, 102]","[101, 1041, 20614, 3258, 12884, 10548, 102]"
calcium carbonate,left ventricular enddiastolic pressure increased,0.588235,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2187, 18834, 7277, 7934, 2203, 9032, 16033, 10415, 3778, 3445, 102]"
calcium carbonate,right ventricular systolic pressure increased,0.666667,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2157, 18834, 7277, 7934, 25353, 16033, 10415, 3778, 3445, 102]"
calcium carbonate,venous pressure jugular increased,1.11111,0.000120284,"[101, 13853, 26427, 102]","[101, 2310, 18674, 3778, 26536, 7934, 3445, 102]"
calcium carbonate,arteriogram coronary abnormal,1.66667,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16185, 9488, 13113, 21887, 2854, 19470, 102]"
calcium carbonate,catheterisation cardiac,0.431655,0.000240568,"[101, 13853, 26427, 102]","[101, 4937, 27065, 11124, 26652, 15050, 102]"
calcium carbonate,catheterisation cardiac abnormal,0.526316,4.00946e-05,"[101, 13853, 26427, 102]","[101, 4937, 27065, 11124, 26652, 15050, 19470, 102]"
calcium carbonate,scan myocardial perfusion,10.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 13594, 2026, 24755, 25070, 2566, 20523, 102]"
calcium carbonate,electrocardiogram p wave abnormal,0.909091,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1052, 4400, 19470, 102]"
calcium carbonate,electrocardiogram pq interval prolonged,15.0,0.000120284,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1052, 4160, 13483, 15330, 102]"
calcium carbonate,electrocardiogram pr prolongation,1.6129,0.000200473,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 10975, 4013, 10052, 3370, 102]"
calcium carbonate,electrocardiogram pr shortened,1.11111,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 10975, 12641, 102]"
calcium carbonate,electrocardiogram q waves,1.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 5975, 102]"
calcium carbonate,electrocardiogram qrs complex,10.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2869, 3375, 102]"
calcium carbonate,electrocardiogram qrs complex abnormal,3.0,0.000120284,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2869, 3375, 19470, 102]"
calcium carbonate,electrocardiogram qrs complex prolonged,0.740741,0.000240568,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2869, 3375, 15330, 102]"
calcium carbonate,electrocardiogram qt interval abnormal,1.42857,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2102, 13483, 19470, 102]"
calcium carbonate,electrocardiogram qt prolonged,1.23529,0.00336795,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2102, 15330, 102]"
calcium carbonate,electrocardiogram qt shortened,3.75,0.000120284,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1053, 2102, 12641, 102]"
calcium carbonate,electrocardiogram st segment abnormal,0.677966,0.000160378,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 6903, 19470, 102]"
calcium carbonate,electrocardiogram st segment depression,1.2,0.000601419,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 6903, 6245, 102]"
calcium carbonate,electrocardiogram st segment elevation,1.48936,0.000561325,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 6903, 6678, 102]"
calcium carbonate,electrocardiogram stt change,1.5493,0.000441041,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 2102, 2689, 102]"
calcium carbonate,electrocardiogram stt segment abnormal,0.8,8.01892e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 2102, 6903, 19470, 102]"
calcium carbonate,electrocardiogram stt segment depression,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2358, 2102, 6903, 6245, 102]"
calcium carbonate,electrocardiogram t wave abnormal,0.555556,0.000280662,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1056, 4400, 19470, 102]"
calcium carbonate,electrocardiogram t wave inversion,0.37037,0.000160378,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1056, 4400, 28527, 102]"
calcium carbonate,electrocardiogram t wave peaked,0.47619,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 1056, 4400, 6601, 102]"
calcium carbonate,electrocardiogram abnormal,1.04377,0.00124293,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 19470, 102]"
calcium carbonate,electrocardiogram ambulatory abnormal,2.85714,8.01892e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2572, 28507, 7062, 19470, 102]"
calcium carbonate,electrocardiogram change,0.909091,0.000160378,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 2689, 102]"
calcium carbonate,electrocardiogram delta waves abnormal,10.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 7160, 5975, 19470, 102]"
calcium carbonate,electrocardiogram repolarisation abnormality,1.31579,0.000200473,"[101, 13853, 26427, 102]","[101, 16175, 11522, 3695, 13113, 16360, 19478, 6648, 19470, 3012, 102]"
calcium carbonate,qrs axis abnormal,0.483871,0.000120284,"[101, 13853, 26427, 102]","[101, 1053, 2869, 8123, 19470, 102]"
calcium carbonate,carotid pulse abnormal,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2482, 4140, 3593, 8187, 19470, 102]"
calcium carbonate,heart rate abnormal,0.84507,0.000240568,"[101, 13853, 26427, 102]","[101, 2540, 3446, 19470, 102]"
calcium carbonate,heart rate decreased,0.677966,0.00208492,"[101, 13853, 26427, 102]","[101, 2540, 3446, 10548, 102]"
calcium carbonate,heart rate increased,1.09304,0.00862034,"[101, 13853, 26427, 102]","[101, 2540, 3446, 3445, 102]"
calcium carbonate,heart rate irregular,0.786517,0.00252596,"[101, 13853, 26427, 102]","[101, 2540, 3446, 12052, 102]"
calcium carbonate,pulse abnormal,0.909091,0.000160378,"[101, 13853, 26427, 102]","[101, 8187, 19470, 102]"
calcium carbonate,pulse absent,0.422535,0.000360852,"[101, 13853, 26427, 102]","[101, 8187, 9962, 102]"
calcium carbonate,pulse pressure decreased,2.25806,0.000280662,"[101, 13853, 26427, 102]","[101, 8187, 3778, 10548, 102]"
calcium carbonate,sinus rhythm,3.33333,4.00946e-05,"[101, 13853, 26427, 102]","[101, 8254, 2271, 6348, 102]"
calcium carbonate,aortic bruit,3.33333,8.01892e-05,"[101, 13853, 26427, 102]","[101, 20118, 28228, 2278, 7987, 14663, 102]"
calcium carbonate,carotid bruit,0.714286,0.000200473,"[101, 13853, 26427, 102]","[101, 2482, 4140, 3593, 7987, 14663, 102]"
calcium carbonate,angiogram,1.25,4.00946e-05,"[101, 13853, 26427, 102]","[101, 17076, 3695, 13113, 102]"
calcium carbonate,ultrasound doppler abnormal,1.66667,8.01892e-05,"[101, 13853, 26427, 102]","[101, 27312, 2079, 9397, 3917, 19470, 102]"
calcium carbonate,blood pressure,0.769231,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2668, 3778, 102]"
calcium carbonate,blood pressure abnormal,0.742049,0.000841987,"[101, 13853, 26427, 102]","[101, 2668, 3778, 19470, 102]"
calcium carbonate,blood pressure decreased,1.01601,0.00737741,"[101, 13853, 26427, 102]","[101, 2668, 3778, 10548, 102]"
calcium carbonate,blood pressure diastolic decreased,1.08696,0.00100237,"[101, 13853, 26427, 102]","[101, 2668, 3778, 22939, 16033, 10415, 10548, 102]"
calcium carbonate,blood pressure diastolic increased,1.02041,0.000200473,"[101, 13853, 26427, 102]","[101, 2668, 3778, 22939, 16033, 10415, 3445, 102]"
calcium carbonate,blood pressure immeasurable,1.01695,0.000240568,"[101, 13853, 26427, 102]","[101, 2668, 3778, 10047, 4168, 28329, 102]"
calcium carbonate,blood pressure increased,1.0242,0.0139128,"[101, 13853, 26427, 102]","[101, 2668, 3778, 3445, 102]"
calcium carbonate,blood pressure orthostatic abnormal,1.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2668, 3778, 2030, 2705, 28696, 4588, 19470, 102]"
calcium carbonate,blood pressure orthostatic decreased,2.0,8.01892e-05,"[101, 13853, 26427, 102]","[101, 2668, 3778, 2030, 2705, 28696, 4588, 10548, 102]"
calcium carbonate,blood pressure systolic decreased,1.10169,0.00052123,"[101, 13853, 26427, 102]","[101, 2668, 3778, 25353, 16033, 10415, 10548, 102]"
calcium carbonate,blood pressure systolic increased,1.01382,0.00176416,"[101, 13853, 26427, 102]","[101, 2668, 3778, 25353, 16033, 10415, 3445, 102]"
calcium carbonate,haemodynamic test abnormal,1.66667,4.00946e-05,"[101, 13853, 26427, 102]","[101, 5292, 6633, 7716, 18279, 7712, 3231, 19470, 102]"
calcium carbonate,pulmonary arterial pressure abnormal,5.0,4.00946e-05,"[101, 13853, 26427, 102]","[101, 21908, 25543, 3778, 19470, 102]"
calcium carbonate,pulmonary arterial pressure decreased,6.66667,8.01892e-05,"[101, 13853, 26427, 102]","[101, 21908, 25543, 3778, 10548, 102]"
calcium carbonate,pulmonary arterial pressure increased,1.48936,0.000280662,"[101, 13853, 26427, 102]","[101, 21908, 25543, 3778, 3445, 102]"
calcium carbonate,venous pressure increased,1.66667,4.00946e-05,"[101, 13853, 26427, 102]","[101, 2310, 18674, 3778, 3445, 102]"
calcium carbonate,karyotype analysis abnormal,2.5,4.00946e-05,"[101, 13853, 26427, 102]","[101, 10556, 2854, 26305, 4106, 19470, 102]"
