drug_concept_name,condition_concept_name,PRR,mean_reporting_frequency,drug_concept_name_tokens,condition_concept_name_tokens
menthol,drug prescribing error,1.17647,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 4319, 3653, 11020, 3089, 10472, 7561, 102]"
menthol,medication error,0.964912,0.00874404,"[101, 2273, 2705, 4747, 102]","[101, 14667, 7561, 102]"
menthol,accidental drug intake by child,7.14286,0.00794913,"[101, 2273, 2705, 4747, 102]","[101, 17128, 4319, 13822, 2011, 2775, 102]"
menthol,accidental exposure,13.6364,0.0119237,"[101, 2273, 2705, 4747, 102]","[101, 17128, 7524, 102]"
menthol,labelled drugdisease interaction medication error,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 18251, 4319, 10521, 19500, 8290, 14667, 7561, 102]"
menthol,accidental overdose,0.263158,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 17128, 26641, 102]"
menthol,intentional overdose,0.515464,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 21249, 26641, 102]"
menthol,overdose,0.641509,0.0135135,"[101, 2273, 2705, 4747, 102]","[101, 26641, 102]"
menthol,inadequate analgesia,1.66667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 14710, 20302, 8449, 2401, 102]"
menthol,phlebitis,1.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 6887, 2571, 16313, 2483, 102]"
menthol,device breakage,2.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 5080, 3338, 4270, 102]"
menthol,needle issue,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 12201, 3277, 102]"
menthol,syringe issue,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 25353, 4892, 2063, 3277, 102]"
menthol,device dislocation,0.588235,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5080, 4487, 14540, 23909, 102]"
menthol,device malfunction,0.714286,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5080, 15451, 11263, 27989, 102]"
menthol,medical device complication,0.769231,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2966, 5080, 4012, 21557, 102]"
menthol,incision site complication,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4297, 19969, 2609, 4012, 21557, 102]"
menthol,post procedural complication,3.5,0.00556439,"[101, 2273, 2705, 4747, 102]","[101, 2695, 24508, 4012, 21557, 102]"
menthol,post procedural haemorrhage,0.833333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2695, 24508, 5292, 6633, 2953, 25032, 4270, 102]"
menthol,procedural complication,1.66667,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 24508, 4012, 21557, 102]"
menthol,procedural hypotension,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 24508, 1044, 22571, 12184, 3619, 3258, 102]"
menthol,suture rupture,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 10514, 11244, 21766, 13876, 5397, 102]"
menthol,extra dose administered,0.263158,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4469, 13004, 8564, 102]"
menthol,cardiac murmur,0.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 15050, 20227, 102]"
menthol,electrocardiogram t wave abnormal,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 16175, 11522, 3695, 13113, 1056, 4400, 19470, 102]"
menthol,qrs axis abnormal,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1053, 2869, 8123, 19470, 102]"
menthol,heart rate abnormal,2.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2540, 3446, 19470, 102]"
menthol,heart rate increased,0.549451,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 2540, 3446, 3445, 102]"
menthol,heart rate irregular,0.606061,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2540, 3446, 12052, 102]"
menthol,blood pressure decreased,0.933333,0.00556439,"[101, 2273, 2705, 4747, 102]","[101, 2668, 3778, 10548, 102]"
menthol,blood pressure diastolic decreased,1.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 3778, 22939, 16033, 10415, 10548, 102]"
menthol,blood pressure increased,1.23595,0.0174881,"[101, 2273, 2705, 4747, 102]","[101, 2668, 3778, 3445, 102]"
menthol,blood pressure systolic increased,0.526316,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 3778, 25353, 16033, 10415, 3445, 102]"
menthol,blood thyroid stimulating hormone abnormal,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 29610, 27295, 18714, 19470, 102]"
menthol,blood thyroid stimulating hormone increased,1.66667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 29610, 27295, 18714, 3445, 102]"
menthol,blood creatine phosphokinase increased,0.526316,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13675, 5243, 10196, 6887, 2891, 8458, 23212, 11649, 2063, 3445, 102]"
menthol,blood alkaline phosphatase increased,0.555556,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 2632, 28613, 2638, 6887, 2891, 21890, 18260, 3445, 102]"
menthol,bleeding time prolonged,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9524, 2051, 15330, 102]"
menthol,international normalised ratio decreased,1.81818,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2248, 3671, 5084, 6463, 10548, 102]"
menthol,international normalised ratio increased,0.555556,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 2248, 3671, 5084, 6463, 3445, 102]"
menthol,red blood cell sedimentation rate increased,1.53846,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2417, 2668, 3526, 19671, 3370, 3446, 3445, 102]"
menthol,platelet count decreased,0.943396,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 5127, 7485, 4175, 10548, 102]"
menthol,haematocrit decreased,0.714286,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 5292, 14545, 3406, 26775, 4183, 10548, 102]"
menthol,haemoglobin decreased,0.649351,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 5292, 6633, 8649, 4135, 8428, 10548, 102]"
menthol,lymphocyte count increased,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1048, 24335, 8458, 10085, 17250, 4175, 3445, 102]"
menthol,monocyte count increased,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 18847, 5666, 2618, 4175, 3445, 102]"
menthol,neutrophil count decreased,0.555556,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 11265, 4904, 18981, 19466, 4175, 10548, 102]"
menthol,white blood cell count abnormal,30.0,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 2317, 2668, 3526, 4175, 19470, 102]"
menthol,white blood cell count decreased,0.217391,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2317, 2668, 3526, 4175, 10548, 102]"
menthol,white blood cell count increased,0.588235,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2317, 2668, 3526, 4175, 3445, 102]"
menthol,alanine aminotransferase increased,0.566038,0.00476948,"[101, 2273, 2705, 4747, 102]","[101, 5070, 3170, 13096, 6494, 3619, 27709, 3366, 3445, 102]"
menthol,aspartate aminotransferase increased,0.480769,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 2004, 19362, 12259, 13096, 6494, 3619, 27709, 3366, 3445, 102]"
menthol,blood bilirubin increased,0.5,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 12170, 3669, 6820, 8428, 3445, 102]"
menthol,gammaglutamyltransferase increased,0.625,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 13091, 23296, 13210, 8029, 7096, 5521, 22747, 24140, 2063, 3445, 102]"
menthol,hepatic enzyme increased,0.47619,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2002, 24952, 2278, 9007, 3445, 102]"
menthol,liver function test abnormal,0.909091,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 11290, 3853, 3231, 19470, 102]"
menthol,transaminases increased,0.47619,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9099, 27651, 8583, 3445, 102]"
menthol,rheumatoid factor increased,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1054, 5369, 12248, 3406, 3593, 5387, 3445, 102]"
menthol,blood test abnormal,1.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 3231, 19470, 102]"
menthol,laboratory test abnormal,1.875,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 5911, 3231, 19470, 102]"
menthol,laboratory test interference,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5911, 3231, 11099, 102]"
menthol,quality of life decreased,4.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 3737, 1997, 2166, 10548, 102]"
menthol,blood cholesterol abnormal,3.33333,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 16480, 4244, 27833, 19470, 102]"
menthol,blood cholesterol decreased,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 16480, 4244, 27833, 10548, 102]"
menthol,blood cholesterol increased,2.83333,0.0135135,"[101, 2273, 2705, 4747, 102]","[101, 2668, 16480, 4244, 27833, 3445, 102]"
menthol,low density lipoprotein increased,2.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2659, 4304, 5423, 7361, 21709, 12377, 3445, 102]"
menthol,blood triglycerides increased,2.35294,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13012, 25643, 17119, 8621, 3445, 102]"
menthol,oxygen saturation decreased,1.42857,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 7722, 2938, 18924, 10548, 102]"
menthol,blood glucose abnormal,1.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18423, 19470, 102]"
menthol,blood glucose decreased,0.952381,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18423, 10548, 102]"
menthol,blood glucose increased,0.744681,0.00556439,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18423, 3445, 102]"
menthol,glycosylated haemoglobin increased,1.11111,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1043, 2135, 13186, 23943, 3064, 5292, 6633, 8649, 4135, 8428, 3445, 102]"
menthol,vitamin d decreased,2.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 17663, 1040, 10548, 102]"
menthol,bacterial test positive,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 17341, 3231, 3893, 102]"
menthol,nuclear magnetic resonance imaging brain abnormal,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4517, 8060, 17011, 12126, 4167, 19470, 102]"
menthol,intraocular pressure increased,1.11111,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 26721, 10085, 7934, 3778, 3445, 102]"
menthol,body height decreased,2.85714,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2303, 4578, 10548, 102]"
menthol,body temperature decreased,1.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2303, 4860, 10548, 102]"
menthol,weight decreased,1.58537,0.0206677,"[101, 2273, 2705, 4747, 102]","[101, 3635, 10548, 102]"
menthol,weight increased,1.98347,0.0190779,"[101, 2273, 2705, 4747, 102]","[101, 3635, 3445, 102]"
menthol,blood albumin decreased,2.5,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 2201, 2378, 10548, 102]"
menthol,creactive protein increased,0.47619,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 13675, 5243, 15277, 5250, 3445, 102]"
menthol,protein total increased,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5250, 2561, 3445, 102]"
menthol,blood creatine increased,3.33333,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13675, 5243, 10196, 3445, 102]"
menthol,blood creatinine increased,1.19403,0.0063593,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13675, 5243, 7629, 3170, 3445, 102]"
menthol,blood urea increased,0.47619,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 24471, 5243, 3445, 102]"
menthol,glomerular filtration rate decreased,13.3333,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 1043, 21297, 2121, 7934, 10882, 7096, 8156, 3446, 10548, 102]"
menthol,glomerular filtration rate increased,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1043, 21297, 2121, 7934, 10882, 7096, 8156, 3446, 3445, 102]"
menthol,blood urine present,0.416667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 17996, 2556, 102]"
menthol,glucose urine present,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 18423, 17996, 2556, 102]"
menthol,urine analysis abnormal,15.0,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 17996, 4106, 19470, 102]"
menthol,mammogram abnormal,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5003, 7382, 8649, 6444, 19470, 102]"
menthol,pulmonary function test abnormal,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 21908, 3853, 3231, 19470, 102]"
menthol,drug level below therapeutic,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4319, 2504, 2917, 17261, 102]"
menthol,drug screen false positive,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4319, 3898, 6270, 3893, 102]"
menthol,toxicologic test abnormal,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 11704, 12898, 12863, 3231, 19470, 102]"
menthol,blood calcium decreased,1.66667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13853, 10548, 102]"
menthol,blood chloride increased,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 19057, 3445, 102]"
menthol,blood phosphorus increased,2.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 25473, 3445, 102]"
menthol,blood potassium abnormal,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18044, 19470, 102]"
menthol,blood potassium decreased,0.344828,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18044, 10548, 102]"
menthol,blood potassium increased,0.625,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2668, 18044, 3445, 102]"
menthol,blood sodium decreased,0.8,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2668, 13365, 10548, 102]"
menthol,serum ferritin increased,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 20194, 10768, 18752, 7629, 3445, 102]"
menthol,metabolic acidosis,0.6,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 21453, 5648, 12650, 102]"
menthol,respiratory failure,0.597015,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 16464, 4945, 102]"
menthol,anorexia,1.93548,0.00476948,"[101, 2273, 2705, 4747, 102]","[101, 2019, 5686, 14787, 102]"
menthol,decreased appetite,2.31481,0.0198728,"[101, 2273, 2705, 4747, 102]","[101, 10548, 18923, 102]"
menthol,eating disorder,4.70588,0.0063593,"[101, 2273, 2705, 4747, 102]","[101, 5983, 8761, 102]"
menthol,increased appetite,1.66667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3445, 18923, 102]"
menthol,feeding disorder,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 8521, 8761, 102]"
menthol,malnutrition,1.42857,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 15451, 24072, 14778, 3258, 102]"
menthol,overweight,6.66667,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2058, 11179, 102]"
menthol,weight fluctuation,2.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3635, 19857, 6593, 14505, 102]"
menthol,osteopenia,1.25,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9808, 2618, 26915, 2401, 102]"
menthol,osteoporosis,1.42857,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 9808, 2618, 7361, 14604, 6190, 102]"
menthol,hypocalcaemia,0.666667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1044, 22571, 24755, 15472, 6679, 10092, 102]"
menthol,tumour lysis syndrome,6.66667,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 10722, 20360, 1048, 20960, 8715, 102]"
menthol,hyperkalaemia,1.08696,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 23760, 26907, 17577, 102]"
menthol,hypokalaemia,0.930233,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 1044, 22571, 12352, 2721, 17577, 102]"
menthol,hyponatraemia,0.5,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 1044, 22571, 7856, 6494, 17577, 102]"
menthol,dehydration,1.28,0.0127186,"[101, 2273, 2705, 4747, 102]","[101, 2139, 10536, 7265, 3508, 102]"
menthol,hypovolaemia,7.5,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 1044, 22571, 16059, 2721, 17577, 102]"
menthol,fluid retention,0.4,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 8331, 20125, 102]"
menthol,hypercholesterolaemia,5.0,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 23760, 9905, 4244, 27833, 6679, 10092, 102]"
menthol,hyperlipidaemia,1.42857,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 23760, 15000, 6096, 10092, 102]"
menthol,enzyme abnormality,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9007, 19470, 3012, 102]"
menthol,gout,1.42857,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2175, 4904, 102]"
menthol,vitamin d deficiency,0.833333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 17663, 1040, 18888, 102]"
menthol,bone disorder,0.714286,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5923, 8761, 102]"
menthol,bone erosion,4.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 5923, 14173, 102]"
menthol,exostosis,1.81818,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 4654, 14122, 12650, 102]"
menthol,extraskeletal ossification,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 26279, 11705, 12928, 2140, 9808, 5332, 10803, 102]"
menthol,osteonecrosis,0.47619,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9808, 2618, 5643, 26775, 12650, 102]"
menthol,osteosclerosis,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9808, 2618, 2891, 14321, 29166, 102]"
menthol,spinal disorder,1.81818,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 16492, 8761, 102]"
menthol,bone pain,1.81818,0.0063593,"[101, 2273, 2705, 4747, 102]","[101, 5923, 3255, 102]"
menthol,pain in jaw,0.666667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3255, 1999, 5730, 102]"
menthol,arthritis,1.73913,0.00953895,"[101, 2273, 2705, 4747, 102]","[101, 27641, 102]"
menthol,arthropathy,2.7027,0.00794913,"[101, 2273, 2705, 4747, 102]","[101, 2396, 8093, 29477, 16921, 102]"
menthol,periarthritis,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2566, 2401, 15265, 14778, 2483, 102]"
menthol,temporomandibular joint syndrome,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 13657, 21716, 5685, 12322, 7934, 4101, 8715, 102]"
menthol,arthralgia,2.63393,0.0468998,"[101, 2273, 2705, 4747, 102]","[101, 2396, 13492, 2140, 10440, 102]"
menthol,joint effusion,6.66667,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 4101, 1041, 4246, 14499, 102]"
menthol,joint range of motion decreased,2.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 4101, 2846, 1997, 4367, 10548, 102]"
menthol,joint swelling,1.09756,0.00715421,"[101, 2273, 2705, 4747, 102]","[101, 4101, 18348, 102]"
menthol,joint warmth,10.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 4101, 8251, 102]"
menthol,osteoarthritis,2.27273,0.00794913,"[101, 2273, 2705, 4747, 102]","[101, 9808, 2618, 10441, 15265, 14778, 2483, 102]"
menthol,spinal osteoarthritis,6.0,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 16492, 9808, 2618, 10441, 15265, 14778, 2483, 102]"
menthol,myositis,1.42857,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 2026, 20049, 7315, 102]"
menthol,fibromyalgia,1.90476,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 10882, 12618, 8029, 2389, 10440, 102]"
menthol,myalgia,1.70543,0.0174881,"[101, 2273, 2705, 4747, 102]","[101, 2026, 2389, 10440, 102]"
menthol,muscle atrophy,2.22222,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 6740, 2012, 18981, 10536, 102]"
menthol,muscle disorder,1.81818,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 6740, 8761, 102]"
menthol,muscle fatigue,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 6740, 16342, 102]"
menthol,muscle spasms,0.992908,0.0111288,"[101, 2273, 2705, 4747, 102]","[101, 6740, 12403, 19230, 102]"
menthol,muscle twitching,1.25,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 6740, 25402, 102]"
menthol,hypertonia,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 23760, 2669, 2401, 102]"
menthol,hypotonia,0.909091,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 1044, 22571, 25862, 2401, 102]"
menthol,muscle rigidity,0.833333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 6740, 11841, 3012, 102]"
menthol,muscle spasticity,3.33333,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 6740, 12403, 10074, 3012, 102]"
menthol,nuchal rigidity,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 16371, 18598, 11841, 3012, 102]"
menthol,muscular weakness,1.15044,0.0103339,"[101, 2273, 2705, 4747, 102]","[101, 13472, 11251, 102]"
menthol,rhabdomyolysis,0.454545,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 1054, 25459, 9527, 7677, 26394, 102]"
menthol,foot deformity,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3329, 13366, 2953, 16383, 102]"
menthol,hand deformity,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 2192, 13366, 2953, 16383, 102]"
menthol,limb deformity,20.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 15291, 13366, 2953, 16383, 102]"
menthol,intervertebral disc degeneration,0.833333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 6970, 16874, 15878, 7941, 5860, 2139, 6914, 16754, 102]"
menthol,intervertebral disc protrusion,4.78261,0.00874404,"[101, 2273, 2705, 4747, 102]","[101, 6970, 16874, 15878, 7941, 5860, 4013, 16344, 14499, 102]"
menthol,sciatica,4.28571,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 16596, 12070, 2050, 102]"
menthol,spinal deformity,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 16492, 13366, 2953, 16383, 102]"
menthol,spondylolisthesis,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 11867, 15422, 8516, 20872, 25078, 102]"
menthol,back pain,2.27273,0.0317965,"[101, 2273, 2705, 4747, 102]","[101, 2067, 3255, 102]"
menthol,limb discomfort,0.909091,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 15291, 17964, 102]"
menthol,musculoskeletal discomfort,4.44444,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 17964, 102]"
menthol,musculoskeletal pain,2.85714,0.0111288,"[101, 2273, 2705, 4747, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 3255, 102]"
menthol,neck pain,2.42424,0.0127186,"[101, 2273, 2705, 4747, 102]","[101, 3300, 3255, 102]"
menthol,pain in extremity,2.22222,0.0429253,"[101, 2273, 2705, 4747, 102]","[101, 3255, 1999, 4654, 7913, 16383, 102]"
menthol,back disorder,2.66667,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 2067, 8761, 102]"
menthol,muscle contracture,10.0,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 6740, 3206, 5397, 102]"
menthol,musculoskeletal disorder,1.25,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 8761, 102]"
menthol,musculoskeletal stiffness,0.422535,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 10551, 2791, 102]"
menthol,sensation of heaviness,3.33333,0.00317965,"[101, 2273, 2705, 4747, 102]","[101, 8742, 1997, 2002, 18891, 2791, 102]"
menthol,groin pain,2.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 20092, 3255, 102]"
menthol,neck mass,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3300, 3742, 102]"
menthol,metastases to bone,2.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 18804, 9153, 8583, 2000, 5923, 102]"
menthol,leiomyoma,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 26947, 16940, 9626, 102]"
menthol,bursitis,5.45455,0.00476948,"[101, 2273, 2705, 4747, 102]","[101, 20934, 2869, 13706, 102]"
menthol,synovial cyst,6.66667,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 19962, 4492, 4818, 22330, 3367, 102]"
menthol,costochondritis,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 3465, 11663, 15422, 14778, 2483, 102]"
menthol,tendon disorder,5.0,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 7166, 2239, 8761, 102]"
menthol,tendon pain,3.33333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 7166, 2239, 3255, 102]"
menthol,benign breast neoplasm,10.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 28378, 7388, 9253, 24759, 3022, 2213, 102]"
menthol,breast cancer,1.2,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 7388, 4456, 102]"
menthol,breast cancer female,0.833333,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 7388, 4456, 2931, 102]"
menthol,melanocytic naevus,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 11463, 6761, 5666, 4588, 6583, 6777, 2271, 102]"
menthol,seborrhoeic keratosis,5.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 7367, 12821, 25032, 8913, 2594, 17710, 8609, 12650, 102]"
menthol,malignant neoplasm progression,0.689655,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 16007, 27881, 9253, 24759, 3022, 2213, 14967, 102]"
menthol,neoplasm malignant,2.27273,0.00397456,"[101, 2273, 2705, 4747, 102]","[101, 9253, 24759, 3022, 2213, 16007, 27881, 102]"
menthol,squamous cell carcinoma,1.66667,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 5490, 6692, 27711, 3526, 2482, 21081, 2863, 102]"
menthol,neoplasm progression,2.0,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 9253, 24759, 3022, 2213, 14967, 102]"
menthol,brain neoplasm,2.5,0.000794913,"[101, 2273, 2705, 4747, 102]","[101, 4167, 9253, 24759, 3022, 2213, 102]"
menthol,renal cyst,2.85714,0.00158983,"[101, 2273, 2705, 4747, 102]","[101, 25125, 22330, 3367, 102]"
menthol,bladder cancer,2.5,0.00238474,"[101, 2273, 2705, 4747, 102]","[101, 24176, 4456, 102]"
